loss_train_avg,loss_test_avg,top1_acc_train_avg,top1_acc_test_avg
1.5622602484720138,1.4106246610231037,43.27365728900256,48.85284810126582
1.1526207474186598,1.182673541050923,59.492087595907925,58.44541139240506
0.9854566378666617,1.066711218296727,66.07456841432226,62.84612341772152
0.8771328113572981,1.006001123899146,69.92367327365729,65.0118670886076
0.7848690296225536,0.9650770478610751,73.28844309462916,66.98971518987342
0.7209645659112565,0.9608473309987708,75.41040601023018,67.8995253164557
0.6740151824396284,0.9844396159618716,77.11756713554988,67.88963607594937
0.6166748371727936,0.9328219883049591,79.14122442455243,69.51147151898734
0.5620754420604852,0.9965545271016374,80.69932864450128,70.80696202531645
0.5207590510320785,0.9781080812593049,82.28540601023018,70.60917721518987
0.471165642256627,0.960562756544427,84.00695332480818,70.15427215189874
0.42247010470198854,0.9908253086518638,85.62739769820972,72.0431170886076
0.37109984625178527,1.0861989380438117,87.4116847826087,71.35087025316456
0.3403900363637358,1.094438693945921,88.51182864450128,71.83544303797468
0.30263341515494124,1.1428969427000117,89.8729219948849,71.2618670886076
0.2784617078273802,1.2353895344311678,90.77805306905371,72.22112341772151
0.23032513821064055,1.3487625046621394,92.20708120204604,72.00356012658227
0.20179110719724688,1.2944771692722659,93.24848145780051,72.29034810126582
0.17884564992335752,1.380948558261123,94.00895140664962,72.32990506329114
0.15542637365286613,1.5379449234733098,94.91608056265984,71.81566455696202
0.13237484018115894,1.4803718788714348,95.62140345268543,73.31882911392405
0.11259209570925102,1.5072546322134477,96.2647858056266,73.61550632911393
0.09046748075681879,1.5675448986548413,97.08359974424552,72.35957278481013
0.08266385924785644,1.6862000823020935,97.30858375959079,73.95174050632912
0.06141403878626921,1.728138371358944,98.01031010230179,73.88251582278481
0.05353341281147259,1.8069292035283921,98.27046035805627,73.89240506329114
0.041433479498757426,1.9033406286299983,98.62132352941177,73.82318037974683
0.03342395586430874,1.8399459697023224,98.90664961636828,74.23852848101266
0.023707031179457674,1.9456297129015379,99.27229859335038,74.9307753164557
0.019947799911146123,2.0433998107910156,99.36261189258312,74.61431962025317
0.015459829897624547,1.9966498847249188,99.53644501278772,74.22863924050633
0.012977269923557406,2.087670272664179,99.59239130434783,74.9011075949367
0.009893316247671976,2.085276294358169,99.70428388746804,74.74287974683544
0.009163101393100627,2.1018831231926063,99.76023017902813,74.87143987341773
0.006105055681208287,2.102271181118639,99.8261668797954,74.73299050632912
0.004826436873258609,2.1633232598063312,99.87412084398977,75.05933544303798
0.004080815957692425,2.168633026412771,99.88291240409207,74.72310126582279
0.004394747532101448,2.2137073331241366,99.88810741687979,74.57476265822785
0.0030457570927355754,2.169435134416894,99.92207480818415,75.31645569620254
0.003405719742124133,2.217497270318526,99.92007672634271,75.00988924050633
0.0029487243318773062,2.2431641153142423,99.9320652173913,74.95055379746836
0.0026228169212713266,2.267324088494989,99.92207480818415,74.96044303797468
0.002247710931835377,2.239716003967237,99.9560421994885,75.24723101265823
0.0023961224539033937,2.2592705827725084,99.94605179028133,75.17800632911393
0.0018751294716247036,2.265594985666154,99.95804028132993,75.01977848101266
0.002391790950913792,2.2399489193023006,99.95004795396419,74.95055379746836
0.0015460116002122726,2.264535850361933,99.97002877237851,75.0988924050633
0.001603382164695779,2.2918944781339623,99.96403452685422,75.25712025316456
0.0018973885032007724,2.275588583342637,99.95404411764706,75.33623417721519
0.001580817698281618,2.3009374141693115,99.96403452685422,75.12856012658227
0.0014091443308852994,2.2754402764235873,99.96803069053709,75.19778481012658
0.001579753538120843,2.309903825385661,99.96203644501279,75.0692246835443
0.0017376120704749617,2.314316166352622,99.96603260869566,75.1681170886076
0.00167824674184527,2.293127512630028,99.95804028132993,75.29667721518987
0.0016220815384777173,2.2966104640236384,99.97402493606138,75.1681170886076
0.0013944451270885218,2.3289362388321115,99.96403452685422,75.26700949367088
0.0013301529906108937,2.3291330986385104,99.97002877237851,75.08900316455696
0.0013046003992745504,2.324360883688625,99.98001918158567,75.21756329113924
0.0011398524121569512,2.3297416032115117,99.97402493606138,75.1681170886076
0.0012551476031004707,2.319960299926468,99.97402493606138,75.3757911392405
0.0011634794075775635,2.3327823696257193,99.97602301790282,75.31645569620254
0.0009835256201684323,2.3279726957973046,99.98201726342711,75.24723101265823
0.0010041861125426438,2.323712225201764,99.97802109974424,75.05933544303798
0.0010541692319045635,2.330422030219549,99.98401534526855,75.10878164556962
0.0012479843271811686,2.336206498779828,99.97402493606138,75.07911392405063
0.0009135870505859742,2.3417877238008042,99.97802109974424,75.18789556962025
0.0010315085616250954,2.3600059626977656,99.97802109974424,75.19778481012658
0.0011294135028365976,2.3427364320694646,99.96803069053709,75.07911392405063
0.0008649223658573025,2.3504520820665964,99.9880115089514,75.19778481012658
0.000858948335868528,2.3529639742042443,99.98401534526855,75.20767405063292
0.000991270506440107,2.3565278619150574,99.98201726342711,75.10878164556962
0.001146098697909971,2.3521735683272156,99.96403452685422,75.24723101265823
0.0009625457389348084,2.347549283806282,99.97602301790282,75.24723101265823
0.000992601617317423,2.3472196074980722,99.98201726342711,75.29667721518987
0.0007707405463832429,2.350754331938828,99.98601342710998,75.38568037974683
0.001103191531215356,2.3641872028761273,99.97202685421995,75.2373417721519
0.0008486832422903999,2.360831289351741,99.99200767263427,75.24723101265823
0.0008551654894330094,2.3545679110514968,99.98401534526855,75.3757911392405
0.0009597532222341612,2.3645150887815256,99.98201726342711,75.31645569620254
0.000706063777841318,2.3638781988168063,99.99600383631713,75.39556962025317
0.0007172098626223955,2.3671216987356356,99.99400575447571,75.3757911392405
0.0008470425501351466,2.3718260413483727,99.97802109974424,75.27689873417721
0.0011391055972977539,2.3713436398325087,99.97802109974424,75.3065664556962
0.0010450551157717206,2.3691715635830843,99.97802109974424,75.29667721518987
0.0007415246151824174,2.3640728494789025,99.98201726342711,75.25712025316456
0.0009169424090551122,2.367772161960602,99.97802109974424,75.2373417721519
0.0007374415064633698,2.365168029748941,99.98601342710998,75.26700949367088
0.0007659108227914851,2.3687151210217534,99.99200767263427,75.3065664556962
0.0007679124374750673,2.3725214774095558,99.98601342710998,75.33623417721519
0.0009429178113127342,2.372463860843755,99.98401534526855,75.31645569620254
0.0010294168044234176,2.3740978452223764,99.96803069053709,75.24723101265823
0.0008361212814094551,2.371670670901673,99.9880115089514,75.28678797468355
0.0006375317985806471,2.375238430650928,99.99000959079284,75.3065664556962
0.0010984620398572643,2.375578713567951,99.96603260869566,75.32634493670886
0.0007664413155686847,2.3769227349305453,99.98601342710998,75.31645569620254
0.0009441823321049247,2.374291198163093,99.97802109974424,75.31645569620254
0.0011053841151392367,2.367108508755889,99.97202685421995,75.34612341772151
0.0009151763470886308,2.36692426928991,99.97602301790282,75.38568037974683
0.0009396086778024883,2.3663353391840487,99.98401534526855,75.4054588607595
0.0007723878258946435,2.3682607842397085,99.98201726342711,75.38568037974683
